"ortholist" "plist" "means_mcyeto" "means_para"
"OG0000102" 0.000128904691807656 "3.71428571428571" "1.7"
"OG0000503" 0.00016243623565444 "0.142857142857143" "1.1"
"OG0001269" 0.000173277236878168 "0" "1.1"
"OG0000239" 0.000173277236878168 "0" "1.1"
"OG0003683" 0.000202499322067641 "0" "0.8"
"OG0003806" 0.000202499322067641 "0" "0.8"
"OG0004454" 0.000202499322067641 "0" "0.8"
"OG0005134" 0.000202499322067641 "0" "0.8"
"OG0005144" 0.000202499322067641 "0" "0.8"
"OG0005139" 0.000202499322067641 "0" "0.8"
"OG0005140" 0.000202499322067641 "0" "0.8"
"OG0005166" 0.000202499322067641 "0" "0.8"
"OG0005176" 0.000202499322067641 "0" "0.8"
"OG0005174" 0.000202499322067641 "0" "0.8"
"OG0005170" 0.000202499322067641 "0" "0.8"
"OG0005169" 0.000202499322067641 "0" "0.8"
"OG0005168" 0.000202499322067641 "0" "0.8"
"OG0005164" 0.000202499322067641 "0" "0.8"
"OG0005167" 0.000202499322067641 "0" "0.8"
"OG0005173" 0.000202499322067641 "0" "0.8"
"OG0005171" 0.000202499322067641 "0" "0.8"
"OG0005163" 0.000202499322067641 "0" "0.8"
"OG0005165" 0.000202499322067641 "0" "0.8"
"OG0005145" 0.000202499322067641 "0" "0.8"
"OG0005137" 0.000202499322067641 "0" "0.8"
"OG0003286" 0.000202499322067641 "0" "0.8"
"OG0002668" 0.000202499322067641 "0" "0.8"
"OG0002815" 0.000202499322067641 "0" "0.8"
"OG0002476" 0.000202499322067641 "0" "0.8"
"OG0002409" 0.000202499322067641 "0" "0.8"
"OG0002353" 0.000202499322067641 "0" "0.8"
"OG0002522" 0.000202499322067641 "1" "0.2"
"OG0002319" 0.000202499322067641 "1" "0.2"
"OG0002363" 0.000202499322067641 "1" "0.2"
"OG0000746" 0.000202499322067641 "0" "0.8"
"OG0000280" 0.000202499322067641 "0" "0.8"
"OG0003597" 0.000203464502079051 "1.14285714285714" "0"
"OG0002527" 0.000203464502079051 "1.14285714285714" "0"
"OG0003963" 0.000256423713565043 "1.28571428571429" "0.1"
"OG0001391" 0.000444639557595034 "0.571428571428571" "2.5"
"OG0000082" 0.000818697350295011 "0.142857142857143" "1.1"
"OG0000023" 0.000964535194415131 "3.85714285714286" "3"
"OG0000197" 0.000964535194415131 "0.142857142857143" "1"
"OG0003633" 0.000964535194415131 "0.857142857142857" "0"
"OG0004349" 0.000964535194415131 "0.142857142857143" "1"
"OG0004347" 0.000964535194415131 "0.142857142857143" "1"
"OG0004215" 0.000964535194415131 "0.857142857142857" "0"
"OG0004559" 0.000964535194415131 "0.857142857142857" "0"
"OG0004590" 0.000964535194415131 "0.857142857142857" "0"
"OG0004798" 0.000964535194415131 "0.857142857142857" "0"
"OG0004911" 0.000964535194415131 "0.857142857142857" "0"
"OG0005525" 0.000964535194415131 "0.857142857142857" "0"
"OG0005113" 0.000964535194415131 "0.857142857142857" "0"
"OG0005118" 0.000964535194415131 "0.857142857142857" "0"
"OG0005553" 0.000964535194415131 "0.857142857142857" "0"
"OG0005544" 0.000964535194415131 "0.857142857142857" "0"
"OG0005542" 0.000964535194415131 "0.857142857142857" "0"
"OG0005543" 0.000964535194415131 "0.857142857142857" "0"
"OG0005117" 0.000964535194415131 "0.857142857142857" "0"
"OG0005524" 0.000964535194415131 "0.857142857142857" "0"
"OG0002635" 0.000964535194415131 "0.857142857142857" "0"
"OG0003244" 0.000964535194415131 "0.142857142857143" "1"
"OG0003525" 0.000964535194415131 "0.142857142857143" "1"
"OG0002797" 0.000964535194415131 "0.142857142857143" "1"
"OG0002708" 0.000964535194415131 "0.142857142857143" "1"
"OG0002645" 0.000964535194415131 "0.142857142857143" "1"
"OG0002454" 0.000964535194415131 "0.142857142857143" "1"
"OG0002506" 0.000964535194415131 "0.142857142857143" "1"
"OG0002280" 0.000964535194415131 "0.142857142857143" "1"
"OG0002222" 0.000964535194415131 "0.142857142857143" "1"
"OG0002278" 0.000964535194415131 "0.142857142857143" "1"
"OG0001787" 0.000964535194415131 "0.142857142857143" "1"
"OG0001865" 0.000964535194415131 "0.857142857142857" "0"
"OG0002041" 0.000964535194415131 "0.857142857142857" "0"
"OG0000408" 0.000964535194415131 "1.85714285714286" "1"
"OG0000358" 0.000964535194415131 "0.142857142857143" "1"
"OG0000025" 1.26818487201352e-05 "0" "1.4"
"OG0004140" 1.60993247939357e-06 "0" "1.1"
"OG0004348" 1.60993247939357e-06 "0" "1.1"
"OG0003546" 1.60993247939357e-06 "0" "1.1"
"OG0001961" 1.60993247939357e-06 "0" "1.1"
"OG0001966" 1.60993247939357e-06 "0" "1.1"
"OG0002137" 1.60993247939357e-06 "0" "1.1"
"OG0000057" 1.60993247939357e-06 "0" "1.1"
"OG0001122" 7.14423181355173e-05 "2.14285714285714" "0.9"
"OG0002300" 7.69058016910095e-05 "1.14285714285714" "0.1"
"OG0001504" 7.69058016910095e-05 "1.14285714285714" "0.1"
"OG0000035" 7.69058016910095e-05 "1.14285714285714" "0.1"
"OG0000136" 8.53805122316628e-06 "2" "2.9"
"OG0000144" 8.53805122316628e-06 "0" "0.9"
"OG0000187" 8.53805122316628e-06 "2" "1.1"
"OG0000182" 8.53805122316628e-06 "0" "0.9"
"OG0003711" 8.53805122316628e-06 "0" "0.9"
"OG0003629" 8.53805122316628e-06 "1" "0.1"
"OG0004141" 8.53805122316628e-06 "0" "0.9"
"OG0004152" 8.53805122316628e-06 "0" "0.9"
"OG0004367" 8.53805122316628e-06 "0" "0.9"
"OG0004368" 8.53805122316628e-06 "0" "0.9"
